Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2019,601,Paediatric ENT,Child,16-64, 6-9 Months,2
31-01-2019,601,Paediatric ENT,Child,16-64, 9-12 Months,9
31-01-2019,601,Paediatric ENT,Child,16-64,12-15 Months,8
31-01-2019,1300,Neurology,Child,0-15,18 Months +,45
31-01-2019,1300,Neurology,Child,16-64, 0-3 Months,6
31-01-2019,1300,Neurology,Child,16-64, 9-12 Months,9
31-01-2019,1302,Paediatric Neurology,Child,0-15, 3-6 Months,28
31-01-2019,1302,Paediatric Neurology,Child,0-15, 6-9 Months,19
31-01-2019,1302,Paediatric Neurology,Child,0-15,12-15 Months,5
31-01-2019,1400,Neurosurgery,Child,16-64,15-18 Months,2
31-01-2019,1503,Gynaecology,Child,16-64, 0-3 Months,1
31-01-2019,1700,Ophthalmology,Child,0-15, 3-6 Months,443
31-01-2019,1700,Ophthalmology,Child,0-15, 6-9 Months,379
31-01-2019,1700,Ophthalmology,Child,0-15,12-15 Months,222
31-01-2019,1800,Orthopaedics,Child,0-15,15-18 Months,226
31-01-2019,1800,Orthopaedics,Child,0-15,18 Months +,291
31-01-2019,1902,Paed Cardiology,Child,0-15,15-18 Months,318
31-01-2019,1904,Neonatology,Child,0-15, 0-3 Months,9
31-01-2019,1904,Neonatology,Child,0-15, 3-6 Months,3
31-01-2019,1905,Paed Endocrinology,Child,0-15, 0-3 Months,135
31-01-2019,1905,Paed Endocrinology,Child,0-15, 6-9 Months,75
31-01-2019,1905,Paed Endocrinology,Child,0-15, 9-12 Months,25
31-01-2019,1905,Paed Endocrinology,Child,16-64, 3-6 Months,4
31-01-2019,1905,Paed Endocrinology,Child,16-64, 6-9 Months,4
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15, 0-3 Months,236
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15, 3-6 Months,173
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15, 6-9 Months,94
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15, 9-12 Months,96
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15,12-15 Months,62
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64, 3-6 Months,6
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64, 6-9 Months,8
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64,12-15 Months,8
31-01-2019,1907,Paed Haematology,Child,0-15, 0-3 Months,142
31-01-2019,1907,Paed Haematology,Child,16-64, 0-3 Months,1
31-01-2019,1907,Paed Haematology,Child,16-64, 3-6 Months,1
31-01-2019,1907,Paed Haematology,Child,16-64, 6-9 Months,1
31-01-2019,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,91
31-01-2019,1912,Paediatric Respiratory Medicine,Child,0-15, 3-6 Months,86
31-01-2019,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,61
31-01-2019,1912,Paediatric Respiratory Medicine,Child,0-15,12-15 Months,16
31-01-2019,300,Dermatology,Child,0-15,18 Months +,679
31-01-2019,300,Dermatology,Child,16-64, 0-3 Months,8
31-01-2019,300,Dermatology,Child,16-64,15-18 Months,6
31-01-2019,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,477
31-01-2019,601,Paediatric ENT,Child,0-15, 3-6 Months,262
31-01-2019,601,Paediatric ENT,Child,0-15, 6-9 Months,333
31-01-2019,601,Paediatric ENT,Child,0-15,12-15 Months,291
31-01-2019,601,Paediatric ENT,Child,0-15,15-18 Months,263
31-01-2019,1300,Neurology,Child,0-15, 0-3 Months,361
31-01-2019,1300,Neurology,Child,0-15, 3-6 Months,223
31-01-2019,1300,Neurology,Child,0-15, 6-9 Months,123
31-01-2019,1300,Neurology,Child,0-15,12-15 Months,37
31-01-2019,1300,Neurology,Child,0-15,15-18 Months,43
31-01-2019,1300,Neurology,Child,16-64, 3-6 Months,9
31-01-2019,1300,Neurology,Child,16-64, 6-9 Months,16
31-01-2019,1300,Neurology,Child,16-64,12-15 Months,5
31-01-2019,1302,Paediatric Neurology,Child,0-15, 0-3 Months,49
31-01-2019,1400,Neurosurgery,Child,0-15, 0-3 Months,41
31-01-2019,1400,Neurosurgery,Child,0-15,15-18 Months,7
31-01-2019,1400,Neurosurgery,Child,0-15,18 Months +,5
31-01-2019,1400,Neurosurgery,Child,16-64, 0-3 Months,1
31-01-2019,1700,Ophthalmology,Child,0-15, 9-12 Months,381
31-01-2019,1800,Orthopaedics,Child,16-64, 9-12 Months,20
31-01-2019,1900,Paediatrics,Child,0-15, 0-3 Months,1304
31-01-2019,1900,Paediatrics,Child,0-15, 3-6 Months,776
31-01-2019,1900,Paediatrics,Child,0-15, 6-9 Months,621
31-01-2019,1900,Paediatrics,Child,0-15,12-15 Months,502
31-01-2019,1900,Paediatrics,Child,16-64, 0-3 Months,13
31-01-2019,1900,Paediatrics,Child,16-64, 6-9 Months,12
31-01-2019,1900,Paediatrics,Child,16-64,15-18 Months,22
31-01-2019,1902,Paed Cardiology,Child,16-64, 0-3 Months,23
31-01-2019,1902,Paed Cardiology,Child,16-64, 6-9 Months,20
31-01-2019,1902,Paed Cardiology,Child,16-64,15-18 Months,25
31-01-2019,1902,Paed Cardiology,Child,16-64,18 Months +,41
31-01-2019,1904,Neonatology,Child,0-15, 6-9 Months,2
31-01-2019,1905,Paed Endocrinology,Child,16-64, 0-3 Months,7
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15,18 Months +,231
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64, 0-3 Months,3
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64,15-18 Months,8
31-01-2019,1907,Paed Haematology,Child,0-15, 9-12 Months,3
31-01-2019,1911,Paed Nephrology,Child,16-64, 0-3 Months,2
31-01-2019,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,59
31-01-2019,1915,Paediatric Dermatology,Child,0-15, 0-3 Months,142
31-01-2019,1915,Paediatric Dermatology,Child,0-15,18 Months +,145
31-01-2019,1915,Paediatric Dermatology,Child,16-64, 0-3 Months,4
31-01-2019,1915,Paediatric Dermatology,Child,16-64, 3-6 Months,6
31-01-2019,1915,Paediatric Dermatology,Child,16-64, 6-9 Months,5
31-01-2019,1915,Paediatric Dermatology,Child,16-64,12-15 Months,8
31-01-2019,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,86
31-01-2019,1916,Developmental Paediatrics,Child,0-15,18 Months +,62
31-01-2019,1916,Developmental Paediatrics,Child,16-64, 0-3 Months,1
31-01-2019,1916,Developmental Paediatrics,Child,16-64,18 Months +,1
31-01-2019,300,Dermatology,Child,0-15,15-18 Months,82
31-01-2019,300,Dermatology,Child,16-64,18 Months +,84
31-01-2019,402,Diabetes Mellitus,Child,0-15, 9-12 Months,2
31-01-2019,600,Otolaryngology (ENT),Child,16-64, 0-3 Months,5
31-01-2019,600,Otolaryngology (ENT),Child,16-64, 6-9 Months,9
31-01-2019,600,Otolaryngology (ENT),Child,16-64, 9-12 Months,13
31-01-2019,600,Otolaryngology (ENT),Child,16-64,18 Months +,117
31-01-2019,601,Paediatric ENT,Child,16-64,15-18 Months,14
31-01-2019,1300,Neurology,Child,16-64,15-18 Months,3
31-01-2019,1302,Paediatric Neurology,Child,16-64, 9-12 Months,1
31-01-2019,1400,Neurosurgery,Child,0-15, 3-6 Months,8
31-01-2019,1400,Neurosurgery,Child,0-15, 6-9 Months,2
31-01-2019,1400,Neurosurgery,Child,0-15,12-15 Months,8
31-01-2019,1503,Gynaecology,Child,0-15, 3-6 Months,48
31-01-2019,1700,Ophthalmology,Child,0-15,18 Months +,1491
31-01-2019,1700,Ophthalmology,Child,16-64, 0-3 Months,9
31-01-2019,1700,Ophthalmology,Child,16-64, 9-12 Months,4
31-01-2019,1700,Ophthalmology,Child,16-64,18 Months +,117
31-01-2019,1800,Orthopaedics,Child,0-15, 3-6 Months,589
31-01-2019,1800,Orthopaedics,Child,0-15, 6-9 Months,538
31-01-2019,1800,Orthopaedics,Child,0-15, 9-12 Months,415
31-01-2019,1800,Orthopaedics,Child,0-15,12-15 Months,293
31-01-2019,1802,Paed Orthopaedic,Child,0-15, 0-3 Months,25
31-01-2019,1900,Paediatrics,Child,0-15,15-18 Months,367
31-01-2019,1900,Paediatrics,Child,0-15,18 Months +,1052
31-01-2019,1900,Paediatrics,Child,16-64, 3-6 Months,12
31-01-2019,1900,Paediatrics,Child,16-64,12-15 Months,23
31-01-2019,1900,Paediatrics,Child,16-64,18 Months +,86
31-01-2019,1902,Paed Cardiology,Child,0-15, 0-3 Months,704
31-01-2019,1902,Paed Cardiology,Child,0-15, 6-9 Months,543
31-01-2019,1902,Paed Cardiology,Child,0-15, 9-12 Months,447
31-01-2019,1902,Paed Cardiology,Child,0-15,18 Months +,463
31-01-2019,1902,Paed Cardiology,Child,16-64, 3-6 Months,10
31-01-2019,1902,Paed Cardiology,Child,16-64,12-15 Months,24
31-01-2019,1903,Paed Oncology,Child,0-15, 0-3 Months,1
31-01-2019,1904,Neonatology,Child,0-15,15-18 Months,1
31-01-2019,1905,Paed Endocrinology,Child,0-15,15-18 Months,4
31-01-2019,1906,Paed Gastro-Enterol,Child,0-15,15-18 Months,68
31-01-2019,1906,Paed Gastro-Enterol,Child,16-64,18 Months +,32
31-01-2019,1911,Paed Nephrology,Child,0-15, 0-3 Months,106
31-01-2019,1911,Paed Nephrology,Child,0-15, 9-12 Months,2
31-01-2019,1911,Paed Nephrology,Child,16-64, 3-6 Months,2
31-01-2019,1911,Paed Nephrology,Child,16-64, 6-9 Months,1
31-01-2019,1911,Paed Nephrology,Child,16-64,12-15 Months,1
31-01-2019,1915,Paediatric Dermatology,Child,0-15, 3-6 Months,111
31-01-2019,1915,Paediatric Dermatology,Child,0-15, 6-9 Months,82
31-01-2019,1915,Paediatric Dermatology,Child,0-15,12-15 Months,75
31-01-2019,1916,Developmental Paediatrics,Child,16-64,15-18 Months,1
31-01-2019,2000,Plastic Surgery,Child,0-15,15-18 Months,87
31-01-2019,2000,Plastic Surgery,Child,0-15,18 Months +,396
31-01-2019,2000,Plastic Surgery,Child,16-64,18 Months +,53
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15, 0-3 Months,53
31-01-2019,1912,Paediatric Respiratory Medicine,Child,16-64, 3-6 Months,2
31-01-2019,1915,Paediatric Dermatology,Child,0-15, 9-12 Months,92
31-01-2019,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,137
31-01-2019,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,95
31-01-2019,1916,Developmental Paediatrics,Child,0-15,12-15 Months,65
31-01-2019,1916,Developmental Paediatrics,Child,0-15,15-18 Months,59
31-01-2019,2000,Plastic Surgery,Child,16-64, 9-12 Months,12
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64, 0-3 Months,5
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64,18 Months +,1
31-01-2019,2400,Respiratory Medicine,Child,0-15, 3-6 Months,162
31-01-2019,2400,Respiratory Medicine,Child,0-15, 6-9 Months,115
31-01-2019,2400,Respiratory Medicine,Child,0-15,12-15 Months,89
31-01-2019,2400,Respiratory Medicine,Child,0-15,15-18 Months,68
31-01-2019,2400,Respiratory Medicine,Child,16-64, 3-6 Months,3
31-01-2019,2500,Rheumatology,Child,0-15,18 Months +,383
31-01-2019,2500,Rheumatology,Child,16-64, 0-3 Months,1
31-01-2019,2600,General Surgery,Child,0-15, 0-3 Months,706
31-01-2019,2600,General Surgery,Child,0-15, 3-6 Months,373
31-01-2019,2600,General Surgery,Child,0-15, 6-9 Months,203
31-01-2019,2600,General Surgery,Child,0-15,12-15 Months,57
31-01-2019,2600,General Surgery,Child,0-15,15-18 Months,18
31-01-2019,2600,General Surgery,Child,16-64, 6-9 Months,8
31-01-2019,2700,Infectious Diseases,Child,0-15, 6-9 Months,6
31-01-2019,6700,Clinical (Medical) Genetics, ,, 9-12 Months,2
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15,18 Months +,529
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64, 0-3 Months,27
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64, 3-6 Months,72
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,41
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+, 6-9 Months,3
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+,15-18 Months,1
31-01-2019,7000,Dental Surgery,Child,0-15, 0-3 Months,182
31-01-2019,7000,Dental Surgery,Child,0-15, 3-6 Months,58
31-01-2019,7000,Dental Surgery,Child,0-15, 6-9 Months,49
31-01-2019,7000,Dental Surgery,Child,0-15,12-15 Months,25
31-01-2019,7000,Dental Surgery,Child,16-64, 6-9 Months,1
31-01-2019,7200,Paediatric Surgery,Child,0-15, 3-6 Months,15
31-01-2019,7700,Metabolic Medicine,Child,0-15, 3-6 Months,17
31-01-2019,7700,Metabolic Medicine,Child,0-15, 6-9 Months,6
31-01-2019,7700,Metabolic Medicine,Child,16-64, 3-6 Months,2
31-01-2019,7800,Urology,Child,0-15,18 Months +,33
31-01-2019,7800,Urology,Child,16-64, 0-3 Months,1
31-01-2019,7900,Clinical Immunology,Child,0-15,18 Months +,605
31-01-2019,7900,Clinical Immunology,Child,16-64, 0-3 Months,1
31-01-2019,7900,Clinical Immunology,Child,16-64, 3-6 Months,3
31-01-2019,7900,Clinical Immunology,Child,16-64,12-15 Months,1
31-01-2019,8000,Anaesthetics,Child,0-15, 9-12 Months,1
31-01-2019,8000,Anaesthetics,Child,16-64, 9-12 Months,1
31-01-2019,8800,Immunology,Child,0-15, 0-3 Months,75
31-01-2019,8800,Immunology,Child,0-15, 6-9 Months,47
31-01-2019,8800,Immunology,Child,0-15,12-15 Months,51
31-01-2019,8800,Immunology,Child,0-15,15-18 Months,70
31-01-2019,1912,Paediatric Respiratory Medicine,Child,16-64, 6-9 Months,1
31-01-2019,1915,Paediatric Dermatology,Child,0-15,15-18 Months,83
31-01-2019,1915,Paediatric Dermatology,Child,16-64, 9-12 Months,4
31-01-2019,1915,Paediatric Dermatology,Child,16-64,15-18 Months,4
31-01-2019,1915,Paediatric Dermatology,Child,16-64,18 Months +,21
31-01-2019,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,125
31-01-2019,1916,Developmental Paediatrics,Child,16-64, 3-6 Months,1
31-01-2019,1916,Developmental Paediatrics,Child,16-64, 6-9 Months,1
31-01-2019,2000,Plastic Surgery,Child,0-15, 6-9 Months,193
31-01-2019,2000,Plastic Surgery,Child,0-15, 9-12 Months,162
31-01-2019,2000,Plastic Surgery,Child,16-64, 3-6 Months,6
31-01-2019,2300,Nephrology,Child,0-15, 0-3 Months,91
31-01-2019,2300,Nephrology,Child,0-15, 3-6 Months,42
31-01-2019,2300,Nephrology,Child,0-15, 6-9 Months,24
31-01-2019,2300,Nephrology,Child,0-15, 9-12 Months,3
31-01-2019,2300,Nephrology,Child,0-15,12-15 Months,1
31-01-2019,2300,Nephrology,Child,0-15,18 Months +,3
31-01-2019,2300,Nephrology,Child,16-64, 0-3 Months,1
31-01-2019,2300,Nephrology,Child,16-64, 3-6 Months,2
31-01-2019,2400,Respiratory Medicine,Child,0-15, 0-3 Months,266
31-01-2019,2400,Respiratory Medicine,Child,16-64, 0-3 Months,4
31-01-2019,2400,Respiratory Medicine,Child,16-64, 6-9 Months,1
31-01-2019,2400,Respiratory Medicine,Child,16-64, 9-12 Months,1
31-01-2019,2400,Respiratory Medicine,Child,16-64,12-15 Months,2
31-01-2019,2400,Respiratory Medicine,Child,16-64,18 Months +,11
31-01-2019,2500,Rheumatology,Child,16-64,15-18 Months,5
31-01-2019,2500,Rheumatology,Child,16-64,18 Months +,119
31-01-2019,2700,Infectious Diseases,Child,0-15, 0-3 Months,84
31-01-2019,2700,Infectious Diseases,Child,0-15, 3-6 Months,18
31-01-2019,2700,Infectious Diseases,Child,0-15,12-15 Months,1
31-01-2019,2700,Infectious Diseases,Child,16-64, 0-3 Months,3
31-01-2019,2700,Infectious Diseases,Child,16-64, 9-12 Months,1
31-01-2019,6700,Clinical (Medical) Genetics, ,, 6-9 Months,2
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,44
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64,18 Months +,205
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+, 0-3 Months,3
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+, 3-6 Months,4
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+, 9-12 Months,2
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+,12-15 Months,2
31-01-2019,7200,Paediatric Surgery,Child,0-15, 0-3 Months,158
31-01-2019,7600,Cardio-Thoracic Surgery,Child,0-15, 9-12 Months,1
31-01-2019,7900,Clinical Immunology,Child,16-64,15-18 Months,1
31-01-2019,7900,Clinical Immunology,Child,16-64,18 Months +,29
31-01-2019,8000,Anaesthetics,Child,16-64,18 Months +,1
31-01-2019,8800,Immunology,Child,0-15, 3-6 Months,55
31-01-2019,8800,Immunology,Child,0-15,18 Months +,112
31-01-2019,8800,Immunology,Child,16-64, 9-12 Months,1
31-01-2019,100,Cardiology,Adult,16-64,15-18 Months,97
31-01-2019,100,Cardiology,Adult,16-64,18 Months +,129
31-01-2019,100,Cardiology,Adult,65+, 3-6 Months,50
31-01-2019,100,Cardiology,Adult,65+, 6-9 Months,57
31-01-2019,100,Cardiology,Adult,65+, 9-12 Months,41
31-01-2019,2000,Plastic Surgery,Child,0-15, 0-3 Months,349
31-01-2019,2000,Plastic Surgery,Child,0-15, 3-6 Months,238
31-01-2019,2000,Plastic Surgery,Child,0-15,12-15 Months,140
31-01-2019,2000,Plastic Surgery,Child,16-64, 0-3 Months,11
31-01-2019,2000,Plastic Surgery,Child,16-64, 6-9 Months,7
31-01-2019,2000,Plastic Surgery,Child,16-64,12-15 Months,8
31-01-2019,2000,Plastic Surgery,Child,16-64,15-18 Months,5
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15, 3-6 Months,16
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15, 6-9 Months,13
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15,12-15 Months,7
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15,15-18 Months,1
31-01-2019,2400,Respiratory Medicine,Child,0-15, 9-12 Months,97
31-01-2019,2400,Respiratory Medicine,Child,0-15,18 Months +,336
31-01-2019,2500,Rheumatology,Child,0-15, 6-9 Months,98
31-01-2019,2500,Rheumatology,Child,0-15,15-18 Months,43
31-01-2019,2600,General Surgery,Child,16-64,18 Months +,4
31-01-2019,2700,Infectious Diseases,Child,0-15, 9-12 Months,4
31-01-2019,2700,Infectious Diseases,Child,16-64,12-15 Months,1
31-01-2019,5000,General Medicine,Child,0-15, 0-3 Months,18
31-01-2019,5000,General Medicine,Child,0-15, 3-6 Months,2
31-01-2019,5000,General Medicine,Child,0-15,15-18 Months,2
31-01-2019,5000,General Medicine,Child,0-15,18 Months +,1
31-01-2019,6200,Clinical Neurophysiology,Child,0-15, 0-3 Months,8
31-01-2019,6200,Clinical Neurophysiology,Child,0-15, 3-6 Months,1
31-01-2019,6700,Clinical (Medical) Genetics, ,, 3-6 Months,3
31-01-2019,6700,Clinical (Medical) Genetics, ,,12-15 Months,1
31-01-2019,6700,Clinical (Medical) Genetics, ,,18 Months +,10
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15, 6-9 Months,202
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15, 9-12 Months,159
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15,15-18 Months,152
31-01-2019,6700,Clinical (Medical) Genetics,Child,65+,18 Months +,5
31-01-2019,7200,Paediatric Surgery,Child,16-64, 0-3 Months,1
31-01-2019,7600,Cardio-Thoracic Surgery,Child,0-15, 0-3 Months,37
31-01-2019,7600,Cardio-Thoracic Surgery,Child,0-15, 3-6 Months,4
31-01-2019,7600,Cardio-Thoracic Surgery,Child,16-64, 0-3 Months,2
31-01-2019,7700,Metabolic Medicine,Child,0-15, 9-12 Months,1
31-01-2019,7800,Urology,Child,0-15, 3-6 Months,212
31-01-2019,7800,Urology,Child,0-15, 6-9 Months,125
31-01-2019,7800,Urology,Child,0-15,12-15 Months,64
31-01-2019,7800,Urology,Child,0-15,15-18 Months,39
31-01-2019,7900,Clinical Immunology,Child,0-15, 6-9 Months,131
31-01-2019,7900,Clinical Immunology,Child,0-15, 9-12 Months,117
31-01-2019,7900,Clinical Immunology,Child,0-15,15-18 Months,87
31-01-2019,8000,Anaesthetics,Child,0-15, 0-3 Months,9
31-01-2019,8000,Anaesthetics,Child,16-64, 6-9 Months,1
31-01-2019,8800,Immunology,Child,0-15, 9-12 Months,45
31-01-2019,8800,Immunology,Child,16-64,18 Months +,3
31-01-2019,9000,Other,Child,16-64,18 Months +,95
31-01-2019,100,Cardiology,Adult,16-64, 9-12 Months,115
31-01-2019,100,Cardiology,Adult,65+, 0-3 Months,91
31-01-2019,100,Cardiology,Adult,65+,18 Months +,52
31-01-2019,300,Dermatology,Adult,16-64, 3-6 Months,162
31-01-2019,2102,Child/Adolescent Psychiatry,Child,0-15, 9-12 Months,8
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64, 3-6 Months,1
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64, 6-9 Months,2
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64, 9-12 Months,2
31-01-2019,2102,Child/Adolescent Psychiatry,Child,16-64,12-15 Months,1
31-01-2019,2400,Respiratory Medicine,Child,16-64,15-18 Months,2
31-01-2019,2500,Rheumatology,Child,0-15, 0-3 Months,95
31-01-2019,2500,Rheumatology,Child,0-15, 3-6 Months,109
31-01-2019,2500,Rheumatology,Child,0-15, 9-12 Months,96
31-01-2019,2500,Rheumatology,Child,0-15,12-15 Months,55
31-01-2019,2500,Rheumatology,Child,16-64, 3-6 Months,3
31-01-2019,2500,Rheumatology,Child,16-64, 6-9 Months,6
31-01-2019,2500,Rheumatology,Child,16-64, 9-12 Months,5
31-01-2019,2500,Rheumatology,Child,16-64,12-15 Months,11
31-01-2019,2600,General Surgery,Child,0-15, 9-12 Months,62
31-01-2019,2600,General Surgery,Child,0-15,18 Months +,29
31-01-2019,2600,General Surgery,Child,16-64, 0-3 Months,5
31-01-2019,2600,General Surgery,Child,16-64, 3-6 Months,4
31-01-2019,2600,General Surgery,Child,16-64, 9-12 Months,2
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15, 0-3 Months,138
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15, 3-6 Months,189
31-01-2019,6700,Clinical (Medical) Genetics,Child,0-15,12-15 Months,149
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64, 6-9 Months,64
31-01-2019,6700,Clinical (Medical) Genetics,Child,16-64, 9-12 Months,48
31-01-2019,7000,Dental Surgery,Child,0-15, 9-12 Months,63
31-01-2019,7000,Dental Surgery,Child,16-64, 0-3 Months,8
31-01-2019,7000,Dental Surgery,Child,16-64, 9-12 Months,2
31-01-2019,7000,Dental Surgery,Child,16-64,12-15 Months,1
