Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2018,1100,Haematology,Child, 0-15,15-18 Months,1
31-01-2018,1100,Haematology,Child,16-64, 0-3 Months,1
31-01-2018,1300,Neurology,Child, 0-15, 0-3 Months,217
31-01-2018,1300,Neurology,Child, 0-15, 3-6 Months,126
31-01-2018,1300,Neurology,Child, 0-15, 6-9 Months,99
31-01-2018,1300,Neurology,Child, 0-15, 9-12 Months,25
31-01-2018,1300,Neurology,Child, 0-15,12-15 Months,11
31-01-2018,1300,Neurology,Child, 0-15,15-18 Months,6
31-01-2018,1300,Neurology,Child, 0-15,18+ Months,17
31-01-2018,1300,Neurology,Child,16-64, 0-3 Months,9
31-01-2018,1300,Neurology,Child,16-64, 3-6 Months,5
31-01-2018,1300,Neurology,Child,16-64, 6-9 Months,7
31-01-2018,1300,Neurology,Child,16-64,12-15 Months,3
31-01-2018,1300,Neurology,Child,16-64,15-18 Months,1
31-01-2018,1300,Neurology,Child,16-64,18+ Months,2
31-01-2018,1400,Neurosurgery,Child, 0-15, 0-3 Months,39
31-01-2018,1400,Neurosurgery,Child, 0-15, 3-6 Months,13
31-01-2018,1400,Neurosurgery,Child, 0-15, 6-9 Months,8
31-01-2018,1400,Neurosurgery,Child, 0-15, 9-12 Months,1
31-01-2018,1400,Neurosurgery,Child, 0-15,15-18 Months,4
31-01-2018,1400,Neurosurgery,Child, 0-15,18+ Months,2
31-01-2018,1400,Neurosurgery,Child,16-64, 0-3 Months,2
31-01-2018,1503,Gynaecology,Child, 0-15, 0-3 Months,52
31-01-2018,1503,Gynaecology,Child, 0-15, 3-6 Months,47
31-01-2018,1503,Gynaecology,Child, 0-15, 6-9 Months,2
31-01-2018,1503,Gynaecology,Child, 0-15, 9-12 Months,1
31-01-2018,1503,Gynaecology,Child, 0-15,12-15 Months,1
31-01-2018,1503,Gynaecology,Child,16-64, 0-3 Months,1
31-01-2018,1503,Gynaecology,Child,16-64, 3-6 Months,2
31-01-2018,1700,Ophthalmology,Child, 0-15, 0-3 Months,264
31-01-2018,1700,Ophthalmology,Child, 0-15, 3-6 Months,275
31-01-2018,1700,Ophthalmology,Child, 0-15, 6-9 Months,186
31-01-2018,1700,Ophthalmology,Child, 0-15, 9-12 Months,229
31-01-2018,1700,Ophthalmology,Child, 0-15,12-15 Months,195
31-01-2018,1700,Ophthalmology,Child, 0-15,15-18 Months,206
31-01-2018,1700,Ophthalmology,Child, 0-15,18+ Months,547
31-01-2018,1700,Ophthalmology,Child,16-64, 0-3 Months,2
31-01-2018,1700,Ophthalmology,Child,16-64, 3-6 Months,4
31-01-2018,1700,Ophthalmology,Child,16-64, 6-9 Months,4
31-01-2018,1700,Ophthalmology,Child,16-64, 9-12 Months,4
31-01-2018,1700,Ophthalmology,Child,16-64,12-15 Months,4
31-01-2018,1700,Ophthalmology,Child,16-64,15-18 Months,10
31-01-2018,1700,Ophthalmology,Child,16-64,18+ Months,27
31-01-2018,1800,Orthopaedics,Child, 0-15, 0-3 Months,328
31-01-2018,1800,Orthopaedics,Child, 0-15, 3-6 Months,303
31-01-2018,1800,Orthopaedics,Child, 0-15, 6-9 Months,265
31-01-2018,1800,Orthopaedics,Child, 0-15, 9-12 Months,139
31-01-2018,1800,Orthopaedics,Child, 0-15,12-15 Months,108
31-01-2018,1800,Orthopaedics,Child, 0-15,15-18 Months,69
31-01-2018,1800,Orthopaedics,Child, 0-15,18+ Months,2
31-01-2018,1800,Orthopaedics,Child,16-64, 0-3 Months,10
31-01-2018,1800,Orthopaedics,Child,16-64, 3-6 Months,9
31-01-2018,1800,Orthopaedics,Child,16-64, 6-9 Months,5
31-01-2018,1800,Orthopaedics,Child,16-64, 9-12 Months,3
31-01-2018,1800,Orthopaedics,Child,16-64,12-15 Months,9
31-01-2018,1800,Orthopaedics,Child,16-64,15-18 Months,2
31-01-2018,1900,Paediatrics,Child, 0-15, 0-3 Months,727
31-01-2018,1900,Paediatrics,Child, 0-15, 3-6 Months,390
31-01-2018,1900,Paediatrics,Child, 0-15, 6-9 Months,331
31-01-2018,1900,Paediatrics,Child, 0-15, 9-12 Months,312
31-01-2018,1900,Paediatrics,Child, 0-15,12-15 Months,298
31-01-2018,1900,Paediatrics,Child, 0-15,15-18 Months,231
31-01-2018,1900,Paediatrics,Child, 0-15,18+ Months,284
31-01-2018,1900,Paediatrics,Child,16-64, 0-3 Months,13
31-01-2018,1900,Paediatrics,Child,16-64, 3-6 Months,7
31-01-2018,1900,Paediatrics,Child,16-64, 6-9 Months,7
31-01-2018,1900,Paediatrics,Child,16-64, 9-12 Months,10
31-01-2018,1900,Paediatrics,Child,16-64,12-15 Months,17
31-01-2018,1900,Paediatrics,Child,16-64,15-18 Months,24
31-01-2018,1900,Paediatrics,Child,16-64,18+ Months,21
31-01-2018,1904,Neonatology,Child, 0-15, 0-3 Months,6
31-01-2018,1904,Neonatology,Child, 0-15, 3-6 Months,3
31-01-2018,1904,Neonatology,Child, 0-15, 6-9 Months,2
31-01-2018,1904,Neonatology,Child, 0-15, 9-12 Months,2
31-01-2018,1904,Neonatology,Child, 0-15,12-15 Months,3
31-01-2018,1904,Neonatology,Child, 0-15,15-18 Months,1
31-01-2018,1904,Neonatology,Child, 0-15,18+ Months,3
31-01-2018,2000,Plastic Surgery,Child, 0-15, 0-3 Months,173
31-01-2018,2000,Plastic Surgery,Child, 0-15, 3-6 Months,141
31-01-2018,2000,Plastic Surgery,Child, 0-15, 6-9 Months,100
31-01-2018,2000,Plastic Surgery,Child, 0-15, 9-12 Months,54
31-01-2018,2000,Plastic Surgery,Child, 0-15,12-15 Months,30
31-01-2018,2000,Plastic Surgery,Child, 0-15,15-18 Months,29
31-01-2018,2000,Plastic Surgery,Child, 0-15,18+ Months,84
31-01-2018,2000,Plastic Surgery,Child,16-64, 0-3 Months,4
31-01-2018,2000,Plastic Surgery,Child,16-64, 3-6 Months,4
31-01-2018,2000,Plastic Surgery,Child,16-64, 6-9 Months,2
31-01-2018,2000,Plastic Surgery,Child,16-64, 9-12 Months,1
31-01-2018,2000,Plastic Surgery,Child,16-64,12-15 Months,2
31-01-2018,2000,Plastic Surgery,Child,16-64,15-18 Months,1
31-01-2018,2000,Plastic Surgery,Child,16-64,18+ Months,14
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15, 0-3 Months,32
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15, 3-6 Months,7
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15, 6-9 Months,7
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15, 9-12 Months,3
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15,15-18 Months,10
31-01-2018,2102,Child/Adolescent Psychiatry,Child, 0-15,18+ Months,20
31-01-2018,2102,Child/Adolescent Psychiatry,Child,16-64, 0-3 Months,3
31-01-2018,2102,Child/Adolescent Psychiatry,Child,16-64, 3-6 Months,1
31-01-2018,2102,Child/Adolescent Psychiatry,Child,16-64,18+ Months,4
31-01-2018,2300,Nephrology,Child, 0-15, 0-3 Months,79
31-01-2018,2300,Nephrology,Child, 0-15, 3-6 Months,48
31-01-2018,2300,Nephrology,Child, 0-15, 6-9 Months,22
31-01-2018,2300,Nephrology,Child, 0-15, 9-12 Months,12
31-01-2018,2300,Nephrology,Child, 0-15,12-15 Months,2
31-01-2018,2300,Nephrology,Child, 0-15,15-18 Months,1
31-01-2018,2300,Nephrology,Child, 0-15,18+ Months,3
31-01-2018,2300,Nephrology,Child,16-64, 0-3 Months,1
31-01-2018,2300,Nephrology,Child,16-64, 3-6 Months,3
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 0-3 Months,138
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 3-6 Months,68
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 6-9 Months,86
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 9-12 Months,81
31-01-2018,2400,Respiratory Medicine,Child, 0-15,12-15 Months,71
31-01-2018,2400,Respiratory Medicine,Child, 0-15,15-18 Months,60
31-01-2018,2400,Respiratory Medicine,Child, 0-15,18+ Months,164
31-01-2018,2400,Respiratory Medicine,Child,16-64, 0-3 Months,3
31-01-2018,2400,Respiratory Medicine,Child,16-64, 3-6 Months,1
31-01-2018,2400,Respiratory Medicine,Child,16-64, 6-9 Months,1
31-01-2018,2400,Respiratory Medicine,Child,16-64, 9-12 Months,1
31-01-2018,2400,Respiratory Medicine,Child,16-64,15-18 Months,3
31-01-2018,2400,Respiratory Medicine,Child,16-64,18+ Months,7
31-01-2018,2600,General Surgery,Child, 0-15, 0-3 Months,402
31-01-2018,2600,General Surgery,Child, 0-15, 3-6 Months,252
31-01-2018,2600,General Surgery,Child, 0-15, 6-9 Months,113
31-01-2018,2600,General Surgery,Child, 0-15, 9-12 Months,21
31-01-2018,2600,General Surgery,Child, 0-15,12-15 Months,14
31-01-2018,2600,General Surgery,Child, 0-15,15-18 Months,15
31-01-2018,2600,General Surgery,Child, 0-15,18+ Months,38
31-01-2018,2600,General Surgery,Child,16-64, 0-3 Months,9
31-01-2018,2600,General Surgery,Child,16-64, 3-6 Months,3
31-01-2018,2600,General Surgery,Child,16-64, 6-9 Months,7
31-01-2018,2600,General Surgery,Child,16-64, 9-12 Months,4
31-01-2018,2600,General Surgery,Child,16-64,12-15 Months,1
31-01-2018,2600,General Surgery,Child,16-64,15-18 Months,1
31-01-2018,2600,General Surgery,Child,16-64,18+ Months,3
31-01-2018,2700,Infectious Diseases,Child, 0-15, 0-3 Months,22
31-01-2018,2700,Infectious Diseases,Child, 0-15, 3-6 Months,8
31-01-2018,2700,Infectious Diseases,Child, 0-15, 6-9 Months,3
31-01-2018,2700,Infectious Diseases,Child, 0-15,15-18 Months,1
31-01-2018,2700,Infectious Diseases,Child,16-64, 0-3 Months,2
31-01-2018,6700,Clinical (Medical) Genetics, ,,12-15 Months,1
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15, 0-3 Months,64
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15, 3-6 Months,51
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15, 6-9 Months,69
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15, 9-12 Months,28
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15,12-15 Months,29
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15,15-18 Months,27
31-01-2018,6700,Clinical (Medical) Genetics,Child, 0-15,18+ Months,65
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64, 0-3 Months,4
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64, 3-6 Months,9
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64, 6-9 Months,9
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64, 9-12 Months,8
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,6
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64,15-18 Months,6
31-01-2018,6700,Clinical (Medical) Genetics,Child,16-64,18+ Months,17
31-01-2018,6700,Clinical (Medical) Genetics,Child,65+,12-15 Months,1
31-01-2018,7000,Dental Surgery,Child, 0-15, 0-3 Months,32
31-01-2018,7000,Dental Surgery,Child, 0-15, 3-6 Months,12
31-01-2018,7000,Dental Surgery,Child, 0-15, 6-9 Months,9
31-01-2018,7000,Dental Surgery,Child, 0-15, 9-12 Months,3
31-01-2018,7000,Dental Surgery,Child,16-64, 6-9 Months,1
31-01-2018,7700,Metabolic Medicine,Child, 0-15, 0-3 Months,41
31-01-2018,7700,Metabolic Medicine,Child, 0-15, 3-6 Months,25
31-01-2018,7700,Metabolic Medicine,Child, 0-15, 6-9 Months,10
31-01-2018,7700,Metabolic Medicine,Child, 0-15, 9-12 Months,1
31-01-2018,7700,Metabolic Medicine,Child, 0-15,12-15 Months,1
31-01-2018,7700,Metabolic Medicine,Child, 0-15,15-18 Months,3
31-01-2018,7800,Urology,Child, 0-15, 0-3 Months,151
31-01-2018,7800,Urology,Child, 0-15, 3-6 Months,129
31-01-2018,7800,Urology,Child, 0-15, 6-9 Months,132
31-01-2018,7800,Urology,Child, 0-15, 9-12 Months,109
31-01-2018,7800,Urology,Child, 0-15,12-15 Months,32
31-01-2018,7800,Urology,Child,16-64, 0-3 Months,1
31-01-2018,7800,Urology,Child,16-64, 3-6 Months,2
31-01-2018,7800,Urology,Child,16-64, 6-9 Months,1
31-01-2018,7800,Urology,Child,16-64, 9-12 Months,3
31-01-2018,7800,Urology,Child,16-64,12-15 Months,3
31-01-2018,8000,Anaesthetics,Child, 0-15, 0-3 Months,4
31-01-2018,8000,Anaesthetics,Child, 0-15, 3-6 Months,3
31-01-2018,8000,Anaesthetics,Child, 0-15, 6-9 Months,3
31-01-2018,8000,Anaesthetics,Child, 0-15, 9-12 Months,5
31-01-2018,8000,Anaesthetics,Child, 0-15,12-15 Months,1
31-01-2018,8000,Anaesthetics,Child, 0-15,15-18 Months,1
31-01-2018,8000,Anaesthetics,Child,16-64, 0-3 Months,3
31-01-2018,8000,Anaesthetics,Child,16-64, 3-6 Months,2
31-01-2018,8000,Anaesthetics,Child,16-64, 9-12 Months,3
31-01-2018,300,Dermatology,Child, 0-15, 0-3 Months,503
31-01-2018,300,Dermatology,Child, 0-15, 3-6 Months,307
31-01-2018,300,Dermatology,Child, 0-15, 6-9 Months,159
31-01-2018,300,Dermatology,Child, 0-15, 9-12 Months,96
31-01-2018,300,Dermatology,Child, 0-15,12-15 Months,94
31-01-2018,300,Dermatology,Child, 0-15,15-18 Months,109
31-01-2018,300,Dermatology,Child, 0-15,18+ Months,650
31-01-2018,300,Dermatology,Child,16-64, 0-3 Months,13
31-01-2018,300,Dermatology,Child,16-64, 3-6 Months,6
31-01-2018,300,Dermatology,Child,16-64, 6-9 Months,6
31-01-2018,300,Dermatology,Child,16-64, 9-12 Months,3
31-01-2018,300,Dermatology,Child,16-64,12-15 Months,5
31-01-2018,300,Dermatology,Child,16-64,15-18 Months,5
31-01-2018,300,Dermatology,Child,16-64,18+ Months,56
31-01-2018,402,Diabetes Mellitus,Child, 0-15, 0-3 Months,1
31-01-2018,402,Diabetes Mellitus,Child, 0-15, 3-6 Months,1
31-01-2018,600,Otolaryngology (ENT),Child, 0-15, 0-3 Months,213
31-01-2018,600,Otolaryngology (ENT),Child, 0-15, 3-6 Months,104
31-01-2018,600,Otolaryngology (ENT),Child, 0-15, 6-9 Months,55
31-01-2018,600,Otolaryngology (ENT),Child, 0-15, 9-12 Months,58
31-01-2018,600,Otolaryngology (ENT),Child, 0-15,12-15 Months,39
31-01-2018,600,Otolaryngology (ENT),Child, 0-15,15-18 Months,48
31-01-2018,600,Otolaryngology (ENT),Child, 0-15,18+ Months,109
31-01-2018,600,Otolaryngology (ENT),Child,16-64, 0-3 Months,3
31-01-2018,600,Otolaryngology (ENT),Child,16-64, 3-6 Months,2
31-01-2018,600,Otolaryngology (ENT),Child,16-64, 6-9 Months,1
31-01-2018,600,Otolaryngology (ENT),Child,16-64, 9-12 Months,1
31-01-2018,600,Otolaryngology (ENT),Child,16-64,12-15 Months,2
31-01-2018,600,Otolaryngology (ENT),Child,16-64,15-18 Months,1
31-01-2018,600,Otolaryngology (ENT),Child,16-64,18+ Months,1
31-01-2018,1300,Neurology,Child, 0-15, 0-3 Months,111
31-01-2018,1300,Neurology,Child, 0-15, 3-6 Months,61
31-01-2018,1300,Neurology,Child, 0-15, 6-9 Months,36
31-01-2018,1300,Neurology,Child, 0-15, 9-12 Months,40
31-01-2018,1300,Neurology,Child, 0-15,12-15 Months,31
31-01-2018,1300,Neurology,Child, 0-15,15-18 Months,44
31-01-2018,1300,Neurology,Child, 0-15,18+ Months,66
31-01-2018,1300,Neurology,Child,16-64, 0-3 Months,2
31-01-2018,1300,Neurology,Child,16-64, 3-6 Months,1
31-01-2018,1300,Neurology,Child,16-64, 6-9 Months,1
31-01-2018,1300,Neurology,Child,16-64, 9-12 Months,3
31-01-2018,1300,Neurology,Child,16-64,15-18 Months,6
31-01-2018,1300,Neurology,Child,16-64,18+ Months,4
31-01-2018,1700,Ophthalmology,Child, 0-15, 0-3 Months,305
31-01-2018,1700,Ophthalmology,Child, 0-15, 3-6 Months,308
31-01-2018,1700,Ophthalmology,Child, 0-15, 6-9 Months,247
31-01-2018,1700,Ophthalmology,Child, 0-15, 9-12 Months,198
31-01-2018,1700,Ophthalmology,Child, 0-15,12-15 Months,100
31-01-2018,1700,Ophthalmology,Child, 0-15,15-18 Months,79
31-01-2018,1700,Ophthalmology,Child, 0-15,18+ Months,533
31-01-2018,1700,Ophthalmology,Child,16-64, 0-3 Months,6
31-01-2018,1700,Ophthalmology,Child,16-64, 3-6 Months,5
31-01-2018,1700,Ophthalmology,Child,16-64, 6-9 Months,7
31-01-2018,1700,Ophthalmology,Child,16-64, 9-12 Months,7
31-01-2018,1700,Ophthalmology,Child,16-64,12-15 Months,6
31-01-2018,1700,Ophthalmology,Child,16-64,15-18 Months,4
31-01-2018,1700,Ophthalmology,Child,16-64,18+ Months,46
31-01-2018,1800,Orthopaedics,Child, 0-15, 0-3 Months,536
31-01-2018,1800,Orthopaedics,Child, 0-15, 3-6 Months,343
31-01-2018,1800,Orthopaedics,Child, 0-15, 6-9 Months,244
31-01-2018,1800,Orthopaedics,Child, 0-15, 9-12 Months,141
31-01-2018,1800,Orthopaedics,Child, 0-15,12-15 Months,100
31-01-2018,1800,Orthopaedics,Child, 0-15,15-18 Months,123
31-01-2018,1800,Orthopaedics,Child, 0-15,18+ Months,400
31-01-2018,1800,Orthopaedics,Child,16-64, 0-3 Months,14
31-01-2018,1800,Orthopaedics,Child,16-64, 3-6 Months,12
31-01-2018,1800,Orthopaedics,Child,16-64, 6-9 Months,8
31-01-2018,1800,Orthopaedics,Child,16-64, 9-12 Months,19
31-01-2018,1800,Orthopaedics,Child,16-64,12-15 Months,12
31-01-2018,1800,Orthopaedics,Child,16-64,15-18 Months,19
31-01-2018,1800,Orthopaedics,Child,16-64,18+ Months,100
31-01-2018,1900,Paediatrics,Child, 0-15, 0-3 Months,454
31-01-2018,1900,Paediatrics,Child, 0-15, 3-6 Months,231
31-01-2018,1900,Paediatrics,Child, 0-15, 6-9 Months,168
31-01-2018,1900,Paediatrics,Child, 0-15, 9-12 Months,180
31-01-2018,1900,Paediatrics,Child, 0-15,12-15 Months,85
31-01-2018,1900,Paediatrics,Child, 0-15,15-18 Months,123
31-01-2018,1900,Paediatrics,Child, 0-15,18+ Months,463
31-01-2018,1900,Paediatrics,Child,16-64, 0-3 Months,1
31-01-2018,1900,Paediatrics,Child,16-64, 3-6 Months,4
31-01-2018,1900,Paediatrics,Child,16-64, 6-9 Months,1
31-01-2018,1900,Paediatrics,Child,16-64, 9-12 Months,3
31-01-2018,1900,Paediatrics,Child,16-64,12-15 Months,3
31-01-2018,1900,Paediatrics,Child,16-64,15-18 Months,3
31-01-2018,1900,Paediatrics,Child,16-64,18+ Months,14
31-01-2018,1902,Paed Cardiology,Child, 0-15, 0-3 Months,675
31-01-2018,1902,Paed Cardiology,Child, 0-15, 3-6 Months,416
31-01-2018,1902,Paed Cardiology,Child, 0-15, 6-9 Months,365
31-01-2018,1902,Paed Cardiology,Child, 0-15, 9-12 Months,342
31-01-2018,1902,Paed Cardiology,Child, 0-15,12-15 Months,301
31-01-2018,1902,Paed Cardiology,Child, 0-15,15-18 Months,286
31-01-2018,1902,Paed Cardiology,Child, 0-15,18+ Months,121
31-01-2018,1902,Paed Cardiology,Child,16-64, 0-3 Months,10
31-01-2018,1902,Paed Cardiology,Child,16-64, 3-6 Months,7
31-01-2018,1902,Paed Cardiology,Child,16-64, 6-9 Months,10
31-01-2018,1902,Paed Cardiology,Child,16-64, 9-12 Months,10
31-01-2018,1902,Paed Cardiology,Child,16-64,12-15 Months,13
31-01-2018,1902,Paed Cardiology,Child,16-64,15-18 Months,26
31-01-2018,1902,Paed Cardiology,Child,16-64,18+ Months,7
31-01-2018,1904,Neonatology,Child, 0-15, 0-3 Months,9
31-01-2018,1904,Neonatology,Child, 0-15, 3-6 Months,1
31-01-2018,1904,Neonatology,Child, 0-15,15-18 Months,1
31-01-2018,1904,Neonatology,Child, 0-15,18+ Months,1
31-01-2018,1905,Paed Endocrinology,Child, 0-15, 0-3 Months,115
31-01-2018,1905,Paed Endocrinology,Child, 0-15, 3-6 Months,79
31-01-2018,1905,Paed Endocrinology,Child, 0-15, 6-9 Months,43
31-01-2018,1905,Paed Endocrinology,Child,16-64, 0-3 Months,5
31-01-2018,1905,Paed Endocrinology,Child,16-64, 3-6 Months,8
31-01-2018,1905,Paed Endocrinology,Child,16-64, 6-9 Months,5
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15, 0-3 Months,143
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15, 3-6 Months,68
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15, 6-9 Months,52
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15, 9-12 Months,47
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15,12-15 Months,55
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15,15-18 Months,52
31-01-2018,1906,Paed Gastro-Enterol,Child, 0-15,18+ Months,137
31-01-2018,1906,Paed Gastro-Enterol,Child,16-64, 0-3 Months,3
31-01-2018,1906,Paed Gastro-Enterol,Child,16-64, 9-12 Months,2
31-01-2018,1906,Paed Gastro-Enterol,Child,16-64,12-15 Months,4
31-01-2018,1906,Paed Gastro-Enterol,Child,16-64,15-18 Months,4
31-01-2018,1906,Paed Gastro-Enterol,Child,16-64,18+ Months,19
31-01-2018,1907,Paed Haematology,Child, 0-15, 0-3 Months,173
31-01-2018,1907,Paed Haematology,Child, 0-15, 3-6 Months,64
31-01-2018,1907,Paed Haematology,Child, 0-15, 6-9 Months,4
31-01-2018,1907,Paed Haematology,Child, 0-15, 9-12 Months,1
31-01-2018,1907,Paed Haematology,Child,16-64, 0-3 Months,2
31-01-2018,1907,Paed Haematology,Child,16-64, 3-6 Months,1
31-01-2018,1911,Paed Nephrology,Child, 0-15, 0-3 Months,157
31-01-2018,1911,Paed Nephrology,Child, 0-15, 3-6 Months,56
31-01-2018,1911,Paed Nephrology,Child, 0-15, 6-9 Months,10
31-01-2018,1911,Paed Nephrology,Child, 0-15, 9-12 Months,6
31-01-2018,1911,Paed Nephrology,Child, 0-15,12-15 Months,2
31-01-2018,1911,Paed Nephrology,Child, 0-15,18+ Months,2
31-01-2018,1911,Paed Nephrology,Child,16-64, 0-3 Months,1
31-01-2018,1911,Paed Nephrology,Child,16-64, 3-6 Months,1
31-01-2018,2000,Plastic Surgery,Child, 0-15, 0-3 Months,175
31-01-2018,2000,Plastic Surgery,Child, 0-15, 3-6 Months,85
31-01-2018,2000,Plastic Surgery,Child, 0-15, 6-9 Months,73
31-01-2018,2000,Plastic Surgery,Child, 0-15, 9-12 Months,92
31-01-2018,2000,Plastic Surgery,Child, 0-15,12-15 Months,78
31-01-2018,2000,Plastic Surgery,Child, 0-15,15-18 Months,70
31-01-2018,2000,Plastic Surgery,Child, 0-15,18+ Months,210
31-01-2018,2000,Plastic Surgery,Child,16-64, 0-3 Months,1
31-01-2018,2000,Plastic Surgery,Child,16-64, 3-6 Months,3
31-01-2018,2000,Plastic Surgery,Child,16-64, 6-9 Months,2
31-01-2018,2000,Plastic Surgery,Child,16-64, 9-12 Months,3
31-01-2018,2000,Plastic Surgery,Child,16-64,12-15 Months,3
31-01-2018,2000,Plastic Surgery,Child,16-64,15-18 Months,5
31-01-2018,2000,Plastic Surgery,Child,16-64,18+ Months,25
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 0-3 Months,115
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 3-6 Months,68
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 6-9 Months,38
31-01-2018,2400,Respiratory Medicine,Child, 0-15, 9-12 Months,21
31-01-2018,2400,Respiratory Medicine,Child, 0-15,12-15 Months,25
